Year,Date,Time,Country,Area,Location,Activity,Type,Sex ,Age,Injury,Fatal (Y/N),Species ,Case Number,original order,N_Attacks,
1936,05-Jan-36,,AUSTRALIA,Queensland,"Main Beach, Southport",Surfing,Invalid,M,17,Disappeared & his torn clothing washed ashore,N,Shark involvement prior to death was not confirmed,1936.01.05,1333,1,
1936,04-Mar-36,,AUSTRALIA,Northern Territory,Between Cape Hotham & Darwin (50 miles from Darwin),Rowing ,Boating,,,"No injury to occupants, shark almost wrenched oar from aborigine",N,,1936.03.04.,1338,1,
1936,15-Dec-36,,AUSTRALIA,New South Wales,Newcastle Harbor,Fishing for the shark that killed George Lundberg,Provoked,,,Hooked shark bit rudder PROVOKED INCIDENT,N,,1936.12.15,1358,1,
1936,12-Dec-36,11h30,AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",Swimming,Unprovoked,M,15,"FATAL, leg severed at knee",Y,,1936.12.12,1357,1,
1936,23-Feb-36,,AUSTRALIA,New South Wales,"Angourie, near Yamba",Touching the mouth of a supposedly dead shark,Provoked,F,young,Finger bitten PROVOKED INCIDENT,N,,1936.02.23,1337,1,
1936,04-Feb-36,15h00,AUSTRALIA,New South Wales,"South Steyne, Manly",Swimming,Unprovoked,M,14,"FATAL, taken by shark, body not recovered. Twenty months later, in October 1937, meshing (setting anti-shark gill nets) began  at metropolitan beaches",Y,White shark,1936.02.04,1335,1,
1936,Jan-36,,AUSTRALIA,New South Wales,North Bondi,Paddleskiing,Provoked,M,,"He tried to hit shark with paddle, shark bumped  ski  PROVOKED INCIDENT",N,2.3 m [7'] shark,1936.01.00,1332,1,
1935,21-Sep-35,20h30,USA,North Carolina,"Brown�s Inlet on New River, Onslow Beach",Swimming,Unprovoked,M,38,"FATAL, thigh bitten ",Y,,1935.09.21,1328,1,
1935,18-Jun-35,,USA,New Jersey,50 miles offshore,"Fishing for bluefish, shark leapt into dory",Unprovoked,M,31,Arm lacerated by a shark that leapt onto boat ,N,4.6 m [15'] shark,1935.06.18,1319,1,
1935,27-Jul-35,,USA,California,Santa Barbara Channel,fishing boat exploded & sank,Invalid,M,23,"Although listed as an uprovoked fatal attack by SAF, shark bite on his ankle was post-mortem following death by drowning",Y,,1935.07.27.b,1323,1,
1935,27-Jul-35,,USA,California,Santa Barbara Channel,fishing boat exploded & sank,Invalid,M,53,"Although listed as  an uprovoked fatal attack by SAF, he was killed by the explosion. The shark bites were post-mortem ",Y,,1935.07.27.a,1322,1,
1935,Reported 08-Apr-1935,,USA,California,"Hermosa Beach, Los Angeles County",,Unprovoked,M,,Laceration to hand  ,N,,1935.04.08.R,1311,1,
1935,24-Aug-35,,UNITED KINGDOM,Isle of Wight,Atherfield,Fishing,Invalid,M,,"The hooked shark didn't cut his finger, he was injured by his line",N,possibly a porbeagle shark,1935.08.24,1325,1,
1935,19-May-35,,SOUTH AFRICA,KwaZulu-Natal,"North Pier, Durban",Put foot inside a landed & supposedly dead shark,Provoked,M,,"Foot bitten, required 1 week hospitalization PROVOKED INCIDENT",N,"White shark, 246-kg ",1935.05.19,1315,1,
1935,Reported 25-Mar-1935,,SOUTH AFRICA,KwaZulu-Natal,"North Pier, Durban",Put foot inside mouth of supposedly dead shark,Provoked,M,,Injury to foot    PROVOKED INCIDENT,N,,1935.03.25.R,1309,1,
1935,Reported 05-Jun-1935,,SOLOMON ISLANDS,Makira-Uluwa Province,Makira Island,Fishing,Unprovoked,M,,FATAL,Y,,1935.06.05.R,1318,1,
1935,Jun-35,,PAPUA NEW GUINEA,Northern (Oro) Province,"Dobu Passage,  D'Entrecasteaux Islands (between Normanby & Fergusson Islands)",,Unprovoked,,,"Samoan missionary, Filemani, caught an 8'6"" shark after it had killed 1 man & 2 boys in space of few weeks",N,,1935.06.00.a,1316,1,
1935,Reported 04-Sep-1935,,PAPUA NEW GUINEA,Central Province,Hula,Swimming,Unprovoked,M,,FATAL,Y,,1935.09.04.R,1327,1,
1935,05-Jul-35,,PANAMA,,off Culebra,"Fishing with dynamite, afterwards in water retrieving catch",Unprovoked,M,14,"FATAL, leg severed ",Y,,1935.07.05,1321,1,
1935,Reported 21-Jan-1935,,ISRAEL,Herzliyah,Sidny Ali,,Invalid,,,human remains washed ahore,UNKNOWN,,1935.01.21.R,1300,1,
1935,01-Jul-35,15h00,CROATIA,Adriatic Sea,"Susak / Fiume (Rijeka, Istria)",Swimming,Unprovoked,F,22,FATAL,Y,,1935.07.01,1320,1,
1935,23-Dec-35,,AUSTRALIA,Victoria,150 yards from the pier at Lorne,Cruising,Provoked,,,"Harpooned shark stove in bow (20"" x 10"" hole), boat sank PROVOKED INCIDENT",N,4.3 m [14'] shark,1935.12.23,1330,1,
1935,13-Nov-35,,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,Diving?,Unprovoked,M,20,Back & arm gashed but survived,N,,1935.11.13,1329,1,
1935,13-Aug-35,,AUSTRALIA,Torres Strait,"Near Warrior Reefs, Queensland",Diving for beche-de-mer from lugger,Unprovoked,M,,"FATAL, right buttock & thigh bitten ",Y,,1935.08.13,1324,1,
1935,12-May-35,,AUSTRALIA,Torres Strait,On edge of reef near Warrior Island,Pearl diving,Unprovoked,M,,3 gashes on hand & wrist,N,1.8 m [6'] shark,1935.05.12,1314,1,
1935,20-Mar-35,,AUSTRALIA,Torres Strait,Three Mile Reef off Lizard Island 50 miles north of Cooktown,"Pearl diving, but standing in the water",Unprovoked,M,,Left thigh abraded & 3 fingers lacerated,N,Tiger shark 3 m  [10'] ,1935.03.20,1308,1,
1935,Jun-35,,AUSTRALIA,South Australia,Off Port Broughton,,Boating,,,Shark bumped dinghy twice,N,,1935.06.00.b,1317,1,
1935,26-Aug-35,Night,AUSTRALIA,Queensland,"At Flat Top, near Mackay","Fell overboard, hanging onto lifebuoy",Unprovoked,M,38,"FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn",Y,3.7 m [12'] shark,1935.08.26,1326,1,
1935,30-Mar-35,Afternoon,AUSTRALIA,Queensland,Barrier Reef off Mackay,Diving from dinghy for trochus shell,Unprovoked,M,,Buttocks injured by fin or a bump ,N,,1935.03.30,1310,1,
1935,13-Mar-35,,AUSTRALIA,Queensland,Pimpana River,Hauling in net with shark in it,Provoked,M,38,Calf & shin bitten  PROVOKED INCIDENT,N,"""Blue nose shark""",1935.03.13,1307,1,
1935,24-Jan-35,,AUSTRALIA,Queensland,"Ross River, Townsville",Fishing for sharks,Boating,,,No injury to occupants,N,2 sharks,1935.01.24.a,1301,1,
1935,17-Jan-35,,AUSTRALIA,Queensland,"Seaforth River, near MacKay",,Invalid,M,5,No injury, onlookers saw shark heading for him and lifted him ashore,N,10' shark,1935.01.17,1299,1
1935,25-Apr-35,,AUSTRALIA,New South Wales,Coogee,"Disappeared 11 days earlier, probable homicide victim",Invalid,M,40,Captive shark regurgitated his arm in the Coogee Aquarium,N,Tiger shark,1935.04.25,1313,1,
1935,11-Mar-35,,AUSTRALIA,New South Wales,Newcastle,Surfing,Unprovoked,M,,Abrasions to shins,N,,1935.03.11,1306,1,
1935,09-Mar-35,12h30,AUSTRALIA,New South Wales,Maroubra Beach,Swimming,Unprovoked,M,27,"FATAL, left thigh, buttock, left forearm bitten, finger removed  ",Y,"White shark, 4 m [13'] ",1935.03.09,1305,1,
1935,02-Mar-35,17h30,AUSTRALIA,New South Wales,North Narrabeen Beach,Standing,Unprovoked,M,22,"FATAL, thigh bitten ",Y,"White shark, 3.5 m to 4 m [11.5' to 13'] ",1935.03.02,1304,1,
1935,14-Feb-35,17h30,AUSTRALIA,New South Wales,Austinmer,Surfing (pneumatic surfboard),Unprovoked,M,20,"Thigh lacerated, abrasions",N,,1935.02.14,1303,1,
1935,24-Jan-35,,AUSTRALIA,New South Wales,"Off Ben Buckler, near Sydney",Fishing,Unprovoked,M,,"No injury, sleeve ripped",N,"Tiger shark, 12' ",1935.01.24.b,1302,1,
1935,Reported 12-Apr-1935,,,,,Diving,Unprovoked,F,,Laceration to left leg,N,,1935.04.12.R,1312,1,
1934,05-Aug-34,,USA,Georgia,"Thunderbolt, Chatham County",Swimming,Unprovoked,M,11,Lacerations to right leg,N,,1934.08.05,1286,1,
1934,20-Jun-34,,USA,Florida,"Melbourne, Brevard County",Standing,Unprovoked,M,8,FATAL,Y,,1934.06.20,1283,1,
1934,Reported 08-Feb-1934,,TURKEY,Istanbul,"Haydarpasa jetty, Istanbul",Fishing,Boating,M,,No injury,N,,1934.01.08.R,1274,1,
1934,01-Apr-34,15h30,SOUTH AFRICA,KwaZulu-Natal,"Granny�s Pool, Winkelspruit",Swimming,Unprovoked,M,,FATAL,Y,,1934.04.01.c,1281,1,
1934,01-Apr-34,12h00,SOUTH AFRICA,KwaZulu-Natal,"Danger Pool, Winkelspruit",Swimming ,Unprovoked,M,12,Right thigh lacerated,N,,1934.04.01.b,1280,1,
1934,Reported 26-Aug-1934,,ITALY / CROATIA,,Kralievica,Swimming,Invalid,F,,"Reported  to be FATAL, but found to be a false report; there was no attack",N,"White shark, 6 m [20']",1934.08.26.R,1289,1,
1934,27-Aug-34,,ITALY,Sicily,Catania,Fishing on a boat,Boating,M,,No injury to occupants,N,"White shark, 4 m [13'] ",1934.08.27,1290,1,
1934,21-Aug-34,,CROATIA,Adriatic Sea,"Susak (Rijeka, Istria)",Swimming,Unprovoked,F,18,FATAL,Y,White shark,1934.08.21,1287,1,
1934,22-Feb-34,,CHILE,Elqui Province,Coquimbo,Fell into the water,Unprovoked,M,,FATAL,Y,,1934.02.22,1275,1,
1934,08-Oct-34,Night,BERMUDA,Hamilton,Hamilton Parish,Fishing,Provoked,M,,Arm bitten by hooked shark PROVOKED INCIDENT,N,,1934.10.08,1293,1,
1934,08-Sep-34,,BERMUDA,Hamilton,Nine miles off Frasconi Flats,Fishing,Provoked,M,,Right foot bitten by shark caught & taken onboard  by Mrs. Tucker North PROVOKED INCIDENT,N,1.5 m [5'] shark,1934.09.08,1291,1,
1934,22-Oct-34,,AUSTRALIA,Torres Strait,Warrior Reefs,Freediving for trochus shell (submerged),Unprovoked,M,,"FATAL, forearm lacerated & surgically amputated, but died of gas gangrene 13 days afterwards ",Y,,1934.10.02,1292,1,
1934,24-Feb-34,12h00,AUSTRALIA,Torres Strait,Adolphus Channel,Splashing in water ,Unprovoked,M,,"Lacerated knee & foot, deep puncture wounds",N,3.4 m [11']  tiger shark & a 5' shark,1934.02.24,1276,1,
1934,26-Aug-34,,AUSTRALIA,Queensland,Off Eva Island 20 miles from Cardwell,Dived into sea from launch & bitten immediately,Unprovoked,M,,"FATAL, body was not recovered",Y,,1934.08.26,1288,1,
1934,15-Apr-34,09h30,AUSTRALIA,Queensland,"Elephant Rock, Currumbin near Southport",Body surfing,Unprovoked,M,34,Leg lacerated & punctured,N,,1934.04.15,1282,1,
1934,09-Oct-34,,AUSTRALIA,Northern Territory,"Redcliff, Cobourg Peninsula",Bathing,Unprovoked,F,38,FATAL,Y,,1934.10.09,1294,1,
1934,31-Dec-34,20h15,AUSTRALIA,New South Wales,George�s River at Kentucky,Splashing,Unprovoked,F,13,Hands severed,N,"Tiger shark, 1.5 m [5'] ",1934.12.31.b,1298,1,
1934,31-Dec-34,16h30,AUSTRALIA,New South Wales," St. George�s River at Moorebank, near Milperra Bridge",Swimming (lead swimmer in race),Unprovoked,M,19,"FATAL, left leg bitten ",Y,,1934.12.31.a,1297,1,
1934,23-Dec-34,13h00,AUSTRALIA,New South Wales,Woy Woy  on the Brisbane Waters,Taken as he dived into the water,Unprovoked,M,14,FATAL,Y,,1934.12.23.b,1296,1,
1934,23-Oct-34,13h00,AUSTRALIA,New South Wales,Woy Woy on the Brisbane Waters,Swimming & splashing,Unprovoked,M,12,Leg injured,N,,1934.12.23.a,1295,1,
1934,11-Jul-34,,AUSTRALIA,New South Wales,Cronulla,Fishing,Boating,N,,"No injury to occupants Sharks continually followed the dinghy, and one smashed its rudder ",N,"Blue pointer, 11' ",1934.07.11,1285,1,
1934,  21-Jun-1934,Night,AUSTRALIA,New South Wales,Off Mooloolabah,Fishing,Provoked,M,,Hand bitten while landing shark PROVOKED INCIDENT,N,"A 6.5' ""blue-nosed shark""",1934.06.21,1284,1,
1934,01-Apr-34,12h30,AUSTRALIA,New South Wales,North Steyne,Swimming in waist-deep water ,Unprovoked,M,15,"FATAL, right leg lacerated",Y,4.3 m [14'] shark seen in vicinity,1934.04.01.a,1279,1,
1934,12-Mar-34,15h00,AUSTRALIA,New South Wales,"Dee Why, north of Queenscliff ",Swimming in hip-deep water,Unprovoked,M,17,"FATAL, leg & buttocks removed ",Y,4 m [13'] shark seen in vicinity,1934.03.12,1278,1,
1934,Mar-34,,AUSTRALIA,New South Wales,Cronulla,Fishing ,Provoked,,,"No injury to occupants, hooked shark, snapped at rudder & then attacked boat PROVOKED INCIDENT",N,"Mako shark, 3.7 m [12'] identified by tooth fragments by G.P. Whitley",1934.03.00,1277,1,
1934,27-Jan-34,,AUSTRALIA,New South Wales,"Lambeth Street Wharf, George�s River, East Hills (20 miles from river mouth)",Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream ,Unprovoked,M,15,"Bumped, chest bitten & badly injured",N,,1934.01.27,1273,1,
1934,07-Jan-34,15h30,AUSTRALIA,New South Wales,Queenscliff,Swimming on sandbar adjacent to channel,Unprovoked,M,22,Severely lacerated  right leg.  Later surgically amputated & survived despite gas gangrene,N,4.3 m [14'] shark seen in area previous week,1934.01.07,1272,1,
1933,28-Aug-33,,USA,South Carolina,"Pawley�s Island, north of Charleston",Bathing,Unprovoked,M,,Right heel & ankle bitten,N,,1933.08.28.a,1266,1,
1933,21-Jun-33,,USA,South Carolina,North end of Morris Island at mouth of Charleston Harbor,Sitting in 3' of water,Unprovoked,M,15,Right knee & left leg bitten,N,Thought to involve a 2.4 m [8'] lemon shark, two 2.4 m lemon sharks caught within 100 yds of the site a week prior to & a week after this incident,1933.06.21,1262,1
1933,16-Jun-33,,USA,South Carolina,"Folly Island, near Charleston",Standing,Unprovoked,F,,Left calf bitten,N,,1933.06.16,1261,1,
1933,10-Apr-33,,USA,Florida,"Miami Beach, Miami-Dade County",Swimming,Unprovoked,M,24,FATAL,Y,Possibly a bull shark or tiger shark,1933.04.10,1255,1,
1933,Reported 26-Aug-1933,,USA,Connecticut,Mystic River,Swimming,Unprovoked,F,,Foot bitten,N,,1933.08.26.R,1265,1,
1933,28-Aug-33,,USA,California,"Hermosa Beach, Los Angeles County","Fishing, caught a 15' shark & took it onboard",Provoked,M,,Severely lacerated arm PROVOKED INCIDENT,N,"Blue shark, 4.5 m [14'9""]",1933.08.28.b,1267,1,
1933,Reported 07-Jul-1933,,USA,California,"San Diego, San Diego County",,Unprovoked,M,50,Survived,N,Tiger shark,1933.07.07.R,1264,1,
1933,Reported 27-Sep-1933,,ISRAEL,,Nabi Rubin,Fishing,Boating,M,,"One man bitten on thigh, another on arm",N,3 sharks,1933.09.27.R,1268,1,
1933,03-May-33,,CUBA,Havana Province,"Off Jaimanitas Yacht Club, Havana",Swimming to shore from capsized sailboat,Sea Disaster,M,,FATAL,Y,,1933.05.03,1256,1,
1933,24-May-33,,BARBADOS,St Michael Parish,Off Pelican Island,Yacht of Michael Howell capsized,Sea Disaster,,,"5 survived  & 4 perished, but shark involvement not confirmed",Y,,1933.05.24,1259,1,
1933,03-Jul-33,,AUSTRALIA,Western Australia,Broome,Pearl diving,Unprovoked,M,,"No injury, shark tore diving suit",N,,1933.07.03,1263,1,
1933,20-Nov-33,,AUSTRALIA,Torres Strait,Near Boydong Cay,Free diving for trochus ,Unprovoked,M,,"FATAL, right buttock & thigh bitten ",Y,"Tiger shark, 3.4 m [11'] ",1933.11.20,1271,1,
1933,Reported 15-Feb-1933,,AUSTRALIA,Torres Strait,"Barrow Point, 100 miles north of Cooktown, Queensland",Diving for trochus  from dinghy when seized by shark 6' below the surface,Unprovoked,M,,"Injuries to arm, shoulder & chest, took 2 days to reach hospital",N,4.4 m [14'] shark,1933.02.15.R,1253,1,
1933,14-Feb-33,,AUSTRALIA,South Australia,Adelaide,,Boating,,,No injury to occupants. Shark leapt into boat during sailing races,N,,1933.02.14,1252,1,
1933,12-Feb-33,,AUSTRALIA,South Australia,"Port River, Adelaide",Fishing,Provoked,M,,Forearm injured by hooked shark PROVOKED INCIDENT,N,Blue shark,1933.02.12,1251,1,
1933,18-Nov-33,,AUSTRALIA,Queensland,Near Barrow Point,Pearl diving,Unprovoked,M,17,"Hand badly injured, right arm surgically amputated above wrist",N,Tiger shark,1933.11.18,1270,1,
1933,Reported 25-Oct-1933,,AUSTRALIA,Queensland,Off Bloomfield River,Diving,Unprovoked,M,,Hand severed,N,,1933.10.25.R,1269,1,
1933,23-May-33,,AUSTRALIA,Queensland,Off Stradbroke Island,Fishing,Provoked,M,,Laceration to lower leg by netted shark PROVOKED INCIDENT,N,7' to 8' shark,1933.05.23,1258,1,
1933,Reported 08-Jun-1933,,AUSTRALIA,Queensland,Currumbin,Treading water,Unprovoked,M,,Lacerations to legs from fins of shark,N,,1933.06.08.R,1257,1,
1933,04-Jan-33,17h30,AUSTRALIA,Queensland,"Strand Beach, Kissing Point, Townsville",Swimming,Unprovoked,M,38,Severe abdominal wounds FATAL (Note: 14 days earlier a dog was bitten in two by a large shark),Y,,1933.01.04,1250,1,
1933,13-Jun-33,,AUSTRALIA,Northern Territory,Darwin,Fishing,Invalid,M,,"No injury, ""shark chased him ashore""",N,,1933.06.13,1260,1,
1933,26-Feb-33,,AUSTRALIA,New South Wales,Sydney,Standing on his hands,Unprovoked,M,,Abrasions to legs,N,10' shark,1933.02.26,1254,1,
1932,Reported 14-Jul-1932,,USA,Texas,Galveston,,Invalid,M,17,Body recovered  from shark but death due to shark bite was not confirmed,Y,9' shark,1932.07.14.R,1238,1,
1932,10-Aug-32,,USA,New Jersey,"Offshore, between Mantoloking & Point Pleasant, Ocean County",Fishing,Provoked,M,,Hooked shark gashed right leg      PROVOKED INCIDENT,N,16' 800-lb shark,1932.08.10,1241,1,
1932,28-Jun-32,,USA,New Jersey,"10 miles offshore from Sea Isle City, Cape May County",Fishing,Provoked,M,32,Knee bitten by boated shark PROVOKED INCIDENT,N,"250-lb ""dog shark""",1932.06.28,1236,1,
1932,26-Jun-32,,USA,New Jersey,"Off Ocean City, Cape May County",Fishing,Provoked,M,,Ankle broken when 500-lb boated shark lashed him with its tail PROVOKED INCIDENT,N,,1932.06.26,1235,1,
1932,16-Feb-32,,USA,Hawaii,"1 mile off Mala Wharf, Lahaina, Maui",Swimming,Unprovoked,M,,Two 6-inch lacerations,N,,1932.02.16,1229,1,
1932,1932,After dusk,SOUTH AFRICA,Eastern Cape Province,"Kowie River Mouth, Port Alfred",Collecting fish by lamplight in gully,Unprovoked,M,23,"Right shin, calf and sole of foot lacerated",N,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] ",1932.00.00,1223,1,
1932,16-Apr-32,,PHILIPPINES,Manila,Fort Mills,Standing,Unprovoked,M,,"FATAL, torso bitten ",Y,,1932.04.16.b,1231,1,
1932,16-Apr-32,,PHILIPPINES,Manila,Fort Mills,Standing,Unprovoked,F,,"FATAL, torso bitten ",Y,,1932.04.16.a,1230,1,
1932,08-Feb-32,,PHILIPPINES,Manila,Fort Mills,Working near fish traps,Unprovoked,M,,"FATAL, died next day at 03h00",Y,,1932.02.08,1227,1,
1932,Reported 09-Dec-1932,,NEW ZEALAND,North Island,Mahurangi River Mouth,Fishing ,Provoked,M,,Laceration to hand  PROVOKED INCIDENT,N,,1932.12.09.R,1248,1,
1932,06-Jan-32,,MEXICO,Baja California,Descano Point,Fishing,Provoked,M,36 & 23,Hooked shark capsized rowboat & the 2 men were drowned PROVOKED INCIDENT,Y,,1932.01.06,1224,1,
1932,20-Jun-32,,FIJI,Yasawa Islands,Nabukeru ,Free diving with goggles,Unprovoked,F,,FATAL,Y,,1932.06.20,1234,1,
1932,Reported 26-Sep-1932,,FIJI,Viti Levu Island,Navua,Catching a turtle,Unprovoked,M,,Left arm severely bitten,N,,1932.09.26.R,1244,1,
1932,08-Nov-32,,CUBA,,,Hurricane & Tidal Wave,Sea Disaster,,,,UNKNOWN,,1932.11.09,1247,1,
1932,11-Oct-32,,CAPE VERDE,Barlavento Islands,S�o Vicente ,Swimming,Unprovoked,M,27,FATAL,Y,,1932.10.11,1245,1,
1932,02-Jul-32,,CANADA,Bay of Fundy,16 km west of Digby Gut,"Fishing, hauling in fishing gear",Boating,M,,"No injury to occupants, shark bumped boat repeatedly",N,Teeth in hull identified as those from a white shark 4.6 m [15'] in length,1932.07.02,1237,1,
1932,06-Aug-32,,BAHAMAS,New Providence Island,Nassau,On expedition filming a feature movie & standing on tripod,Provoked,M,18,"No injury, hooked shark rammed tripod PROVOKED INCIDENT",N,,1932.08.06,1239,1,
1932,11-Jan-32,,AUSTRALIA,Victoria,Frankston,Fishing,Boating,,,No details,UNKNOWN,Grey nurse shark,1932.01.11,1225,1,
1932,09-Aug-32,,AUSTRALIA,Torres Strait,,Pearl diving,Unprovoked,M,,Bitten on buttock & leg,N,,1932.08.09,1240,1,
1932,12-May-32,,AUSTRALIA,Torres Strait,Near Warrior Reefs,Pearl diving,Unprovoked,M,,FATAL,Y,,1932.05.12,1233,1,
1932,May-32,,AUSTRALIA,Torres Strait,Thursday Island,Pearl diving,Unprovoked,M,,Severe injury to forearm near elbow,N,,1932.05.00,1232,1,
1932,13-Feb-32,,AUSTRALIA,Queensland,Calliope River,Fishing with dynamite,Unprovoked,M,,Foot bitten,N,,1932.02.13,1228,1,
1932,27-Jan-32,Afternoon,AUSTRALIA,Queensland,Ipswich,Swimming,Unprovoked,M,,Thigh bitten,N,A small shark,1932.01.27,1226,1,
1932,Reported 11-Dec-1932,,AUSTRALIA,Northern Territory,Arnhem Land,,Unprovoked,M,,Leg bitten,N,,1932.12.11.R,1249,1,
1932,31-Oct-32,11h00,AUSTRALIA,New South Wales,"Redhead Beach, Newcastle",Swimming,Unprovoked,M,24,"Torso bitten with pneumothorax, slight lacerations on left hand",N,Thought to involve a mako or grey nurse shark,1932.10.31,1246,1,
1932,30-Aug-32,,AUSTRALIA,New South Wales,Bondi,,Provoked,M,,Hand bitten by landed shark PROVOKED INCIDENT,N,,1932.08.30.b,1243,1,
1932,30-Aug-32,,AUSTRALIA,New South Wales,Newcastle,,Provoked,M,,Bitten by landed shark PROVOKED INCIDENT,N,,1932.08.30.a,1242,1,
1931,18-Aug-31,,USA,Texas,Off Brownsville,Swimming,Unprovoked,M,,Minor injury,N,,1931.08.18,1212,1,
1931,27-Aug-31,,USA,New Jersey,"1 mile ESE of Navesink, Monmouth County",Fishing for bluefish,Boating,,,No injury to occupants. Shark chasing fish struck boat,N,,1931.08.27,1215,1,
1931,Reported 06-Aug-1931,,USA,New Jersey,"Sandy Hook (ocean side), Monmouth County",Swimming,Unprovoked,M,,Survived,N,,1931.08.06.R,1211,1,
1931,15-Jul-31,,USA,New Jersey,"Sea Girt, Monmouth County",Swimming,Unprovoked,M,,Nipped on leg,N,,1931.07.15,1208,1,
1931,02-Sep-31,,USA,Hawaii,"Kahala, O'ahu",Fishing,Invalid,M,,"Swept out to sea by strong currents, his remains found in shark caught off Barber�s Point",Y,5.5 m [18'] shark,1931.09.02,1218,1,
1931,30-Aug-31,,USA,Hawaii,,,Invalid,M,,"""Mysteriously disappeared"" His body was found in a shark caught at Barber's Point on 01-Sep-1931",Y,"18', 750-lb shark",1931.08.30,1216,1,
1931,14-Jun-31,,USA,Hawaii,"Pearl Harbor, O'ahu","Fishing, had just speared a ulua",Unprovoked,M,,Survived,N,,1931.06.14,1207,1,
1931,13-Jun-31,,USA,Hawaii,"Pearl Harbor, O'ahu",Gaffing & attempting to bring onboard a harpooned shark,Provoked,M,,Tip of finger amputated PROVOKED INCIDENT,N,"Tiger shark, 3 m [10']",1931.06.13,1206,1,
1931,21-Sep-31,,USA,Florida,"Municipal Beach, West Palm Beach, Palm Beach County",Swimming,Unprovoked,M,,Minor injury,N,,1931.09.21.b,1220,1,
1931,21-Sep-31,,USA,Florida,"Municipal Beach, West Palm Beach, Palm Beach County",Swimming ,Unprovoked,F,20,Right thigh & calf lacerated,N,"Hammerhead shark, 2.4 m [8'], according to lifeguard Sam Barrows",1931.09.21.a,1219,1,
1931,Reported 04-Jun-1931,,USA,Florida,"Key West, Monroe County ",Crabbing,Unprovoked,M,,Lacerations to fingers,N,6' shark,1931.06.04.R,1205,1,
1931,16-Mar-31,,TURKEY,,"Bakurk�y, Istanbul",Fishing,Boating,,,"No injury to occupants, shark crushed boat",N,,1931.03.15,1201,1,
1931,1931,,TONGA,Niua ,Niuafo'ou Island ,"Swimming, carrying tin can with mail to steamer",Unprovoked,M,,"FATAL, thereafter canoes were used to carry the mail",Y,,1931.00.00.b,1195,1,
1931,1931,,PAPUA NEW GUINEA,,,,Unprovoked,,,No details,UNKNOWN,,1931.00.00.a,1194,1,
1931,27-Sep-31,12h00,JAMAICA,,"East Beach, Kingsston",Diving off wharf,Unprovoked,M,Teen,FATAL,Y,,1931.09.27,1221,1,
1931,Reported 28-Jul-1931,,FIJI,Viti Levu Island,Tamavua River,Swimming,Unprovoked,M,,Multiple injuries ,N,small sharks,1931.07.28.R,1209,1,
1931,31-Aug-31,FATAL  (Wire netting installed at local beaches after this incident.),CUBA,Havana Province,"Vedado Baths, Miramar, Havana",Swimming,Unprovoked,M,18,FATAL  (Wire netting installed at local beaches after this incident.),Y,,1931.08.31,1217,1,
1931,25-Aug-31,,CUBA,Havana Province,"Miramar subdivision, Havana",Swimming a quarter mile offshore,Unprovoked,M,23,"FATAL, right leg bitten ",Y,,1931.08.25,1214,1,
1931,23-Aug-31,,CUBA,Havana Province,"Miramar, Havana",Swimming ,Unprovoked,M,,"FATAL, ""rescuers saw shark trying to drag him under by the leg"" ",Y,,1931.08.23,1213,1,
1931,26-Nov-31,,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,Diving for trochus from lugger,Unprovoked,M,45,Left foot acerated,N,4 m [13'] shark,1931.11.26,1222,1,
1931,24-Jan-31,,AUSTRALIA,Torres Strait,Near Thursday Island,,Unprovoked,M,,Recovered,N,,1931.01.24,1198,1,
1931,14-Jan-31,,AUSTRALIA,Torres Strait,,Pearl diving,Unprovoked,M,,"Thigh, kneecap & lower leg badly lacerated",N,,1931.01.14,1197,1,
1931,06-Mar-31,,AUSTRALIA,South Australia,Encounter Bay,"Fishing, hauling in net, shark in net",Provoked,M,,"Finger lacerated, PROVOKED INCIDENT",N,"1.8 m [6'] ""cocktail shark",1931.03.06,1200,1,
1931,01-Aug-31,,AUSTRALIA,Queensland,Port Douglas,Fell overboard?,Unprovoked,M,,FATAL,Y,,1931.08.01,1210,1,
1931,22-Mar-31,,AUSTRALIA,Queensland,"Ross River, Townsville",Fishing with a cast net,Unprovoked,M,19,"FATAL, left thigh severely bitten ",Y,,1931.03.22,1202,1,
1931,07-Jan-31,16h00,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",Swimming,Unprovoked,M,18,Severe bump & few superficial wounds ,N,1.5 m [5'] shark,1931.01.07,1196,1,
1931,02-May-31,,AUSTRALIA,New South Wales,Kempsey,,Boating,,,No injury to occupants, oar & rudder bitten,N,"""a school of sharks""",1931.05.02,1204,1
1931,10-Feb-31,04h00,AUSTRALIA,New South Wales,Maroubra Beach,Swimming ,Invalid,M,39,Death may have been due to drowning,Y,,1931.02.10,1199,1,
1931,Reported 27-Apr-1931,,,French Southern Territories,�le Saint-Paul,"Fishing, boat capsized",Unprovoked,M,,FATAL,Y,,1931.04.27.R,1203,1,
1930,27-May-30,18h00,USA,Texas,High Island,Swimming / floating,Unprovoked,M,,Lacerations to arm,N,,1930.05.27,1180,1,
